Cennik blum - LISTOPAD 2025,,,,,,,,,
przy kursie 1 EUR =  4.25 PLN,,,,,,,,,
,,,,,,,,,
"Podane ceny mają wyłącznie charakter rekomendacji i nie są w żaden sposób wiążące dla kontrahentów, którzy posiadają swobodę w kształtowaniu swojej polityki cenowej.",,,,,,,,,
Przy zawieraniu i realizacji umów sprzedaży między Blum a Kupującym stosuje się Ogólne Warunki Handlowe Blum dostępne pod adresem http://www.blum.com,,,,,,,,,
,,,,,,,,,
Grupa,Symbol,Numer identyfikacyjny,Cena za,Cena PLN za 1 szt.,Min. Zamówienie,Waga [kg] za 1000 szt.,ilość na palecie [szt],Kod EAN,Opis produktu
TANDEM 550/551/552,551H5101B  TA R    24  ZN,06008072,1,"17,85",24,"602,754",960,9002617588842,"TANDEM BLUMOTION Częściowy wysuw, Prowadnica, 30 kg, dł.=510 mm, z     bolcem mocującym, prawa+cynkowana*P/U: 24"
TANDEM 550/551/552,551H5351B  TA L    24  ZN,06008152,1,"19,98",24,"624,251",960,9002617588880,"TANDEM BLUMOTION Częściowy wysuw, Prowadnica, 30 kg, dł.=535 mm, z     bolcem mocującym, lewa+cynkowana*P/U: 24"
TANDEM 550/551/552,551H5351B  TA R    24  ZN,06008232,1,"19,98",24,"624,394",960,9002617588897,"TANDEM BLUMOTION Częściowy wysuw, Prowadnica, 30 kg, dł.=535 mm, z     bolcem mocującym, prawa+cynkowana*P/U: 24"
TANDEM 550/551/552,551H3601T  TA L    24  ZN,07051356,1,"20,36",24,"492,911",960,9009494594539,"TANDEM TIP-ON Częściowy wysuw, Prowadnica, 30 kg, dł.=360 mm, z bolcem     mocującym, lewa+cynkowana*P/U: 24"
TANDEM 550/551/552,551H3601T  TA R    24  ZN,01385408,1,"20,36",24,"493,02",960,9009494594546,"TANDEM TIP-ON Częściowy wysuw, Prowadnica, 30 kg, dł.=360 mm, z bolcem     mocującym, prawa+cynkowana*P/U: 24"
TIP-ON for TANDEM,T57.1140S  PR-WE  V90  GR,03987936,1,"13,43",90,"41,026",5 040,9009494710106,"Reling synchronizacji TIP-ON, długość=1140 mm, TANDEM, do przycięcia"
TANDEM locking devices,T51.1700.04KUPP L 100  OR,05130380,1,"2,81",100,"43,598",6 000,9009494995206,"TANDEM Sprzęgło, lew.+pomarańczowe*P/U: 100"
TANDEM locking devices,T51.1700.04KUPP R 100  OR,06223467,1,"2,81",100,"43,598",6 000,9009494995213,"TANDEM Sprzęgło, praw.+pomarańczowe*P/U: 100"
TANDEM locking devices,T51.7000.01AUF-H V250  NA,04257570,1,"1,19",10,"5,96",23 750,9002617860252,"TANDEM/MOVENTO Zaczep tylny prowadnicy, symetr.+naturalna*P/U: 250"
TANDEM locking devices,ZST.410TT  SE-ST14 V1R737,09882274,1,"65,71",1,"384,159",320,9002617819892,"TANDEM Stabilizacja boczna, dł.=410 mm, KB=1400 mm, Częściowy wysuw, do     przycięcia+R7037 ciemnoszara*P/U: 1/10"
TANDEM locking devices,ZST.650TT  SE-ST14 V1R737,04933589,1,"65,71",1,"384,159",320,9002617830941,"TANDEM Stabilizacja boczna, dł.=650 mm, KB=1400 mm, Częściowy wysuw, do     przycięcia+R7037 ciemnoszara*P/U: 1/10"
TANDEM locking devices,ZST.750TV  SE-ST14 V1R737,01555265,1,"65,71",1,"403,105",320,9002617830774,"TANDEM Stabilizacja boczna, dł.=750 mm, KB=1400 mm, pełen wysuw, do     przycięcia+R7037 ciemnoszara*P/U: 1/10"
Pull-out shelf lock MOV/TAN,295F5700   TAB-AR V1 OG-M,05459007,1,"40,04",1,"138,674",640,9009494616583,"Blokada szuflady tackowej, grubość boku F 19mm+antracyt mat*P/U: 1/10"
Pull-out shelf lock MOV/TAN,295H5700   TAB-AR V1 OG-M,09739914,1,"40,04",1,"135,874",640,9009494616590,"Blokada szuflady tackowej, grubość boku H 16mm+antracyt mat*P/U: 1/10"
MOVENTO 760/763,760H2500S  MOVENTO MP  ZN,01371889,1,"92,40",6,"1435,465",288,9009494231861,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=250 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H2700S  MOVENTO MP  ZN,01238000,1,"92,40",6,"1527,347",288,9009494231724,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=270 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H3000S  MOVENTO MP  ZN,02044824,1,"92,40",6,"1712,507",288,9009494269277,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=300 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H3200S  MOVENTO MP  ZN,01335505,1,"92,40",6,"1849,167",192,9009494269291,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=320 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H3500S  MOVENTO MP  ZN,02929806,1,"92,40",6,"1942,797",192,9009494231779,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=350 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H3500SU MOVENTO MP  ZN,03515843,1,"118,70",6,"1628,028",240,9009494232844,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=350 mm,     wymaga sprzęgła, montaż do dna, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H3800S  MOVENTO MP  ZN,03492003,1,"93,46",6,"2047,841",192,9009494231878,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=380 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H4000S  MOVENTO MP  ZN,04084545,1,"93,46",6,"2080,605",192,9009494231885,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=400 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H4000SU MOVENTO MP  ZN,05023626,1,"119,77",4,"1808,41",160,9009494232868,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=400 mm,     wymaga sprzęgła, montaż do dna, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 760/763,760H4200S  MOVENTO MP  ZN,04207031,1,"94,52",6,"2169,191",192,9009494231892,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=420 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H4500S  MOVENTO MP  ZN,04215867,1,"94,52",6,"2127,631",192,9009494232004,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=450 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H4500SU MOVENTO MP  ZN,05174844,1,"120,83",4,"1855,386",160,9009494232837,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=450 mm,     wymaga sprzęgła, montaż do dna, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 760/763,760H4800S  MOVENTO MP  ZN,04749550,1,"95,58",6,"2241,731",192,9009494232011,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=480 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H5000S  MOVENTO MP  ZN,05083446,1,"95,58",6,"2333,093",192,9009494232028,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=500 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H5000SU MOVENTO MP  ZN,08367725,1,"121,89",4,"2023,698",160,9009494232820,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=500 mm,     wymaga sprzęgła, montaż do dna, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 760/763,760H5200S  MOVENTO MP  ZN,06460705,1,"101,19",6,"2429,524",144,9009494232035,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=520 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H5500S  MOVENTO MP  ZN,07086828,1,"101,19",6,"2594,15",144,9009494232042,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=550 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H6000S  MOVENTO MP  ZN,09374474,1,"112,50",4,"2885,097",132,9009494232059,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 40 kg, dł.=600 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 760/763,760H2500T  MOVENTO MP  ZN,07977482,1,"124,06",6,"1451,882",288,9002617853261,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=250 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H2700T  MOVENTO MP  ZN,09103109,1,"124,06",6,"1544,764",288,9002617853278,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=270 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H3000T  MOVENTO MP  ZN,02974210,1,"124,06",6,"1713,642",288,9002617853292,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=300 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H3200T  MOVENTO MP  ZN,03264986,1,"124,06",6,"1850,235",192,9002617853308,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=320 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H3500T  MOVENTO MP  ZN,02692501,1,"124,06",6,"1965,801",192,9002617853315,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=350 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H3800T  MOVENTO MP  ZN,04260811,1,"125,12",6,"2070,845",192,9002617853339,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=380 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H4000T  MOVENTO MP  ZN,08932397,1,"125,12",6,"2103,609",192,9002617853353,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=400 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H4200T  MOVENTO MP  ZN,02416494,1,"126,18",6,"2192,375",192,9002617853360,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=420 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H4500T  MOVENTO MP  ZN,06395115,1,"126,18",6,"2150,815",192,9002617853377,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=450 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H4800T  MOVENTO MP  ZN,06859847,1,"127,25",6,"2264,915",192,9002617853384,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=480 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H5000T  MOVENTO MP  ZN,08885556,1,"127,25",6,"2359,547",192,9002617853216,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=500 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H5200T  MOVENTO MP  ZN,08345583,1,"132,86",6,"2455,728",144,9002617853407,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=520 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H5500T  MOVENTO MP  ZN,02836794,1,"132,86",6,"2620,354",144,9002617853414,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=550 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 760/763,760H6000T  MOVENTO MP  ZN,05626020,1,"144,16",4,"2911,752",132,9002617853421,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 40 kg, dł.=600 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 766/769,766H4500S  MOVENTO MP  ZN,09578815,1,"113,82",6,"2652,431",192,9009494581942,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 70 kg, dł.=450 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 766/769,766H5000S  MOVENTO MP  ZN,04851449,1,"114,88",6,"2917,491",192,9009494581966,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 70 kg, dł.=500 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 766/769,766H5200S  MOVENTO MP  ZN,04421769,1,"120,49",6,"3000,824",144,9009494582123,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 70 kg, dł.=520 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 766/769,766H5500S  MOVENTO MP  ZN,03054693,1,"120,49",6,"3196,584",144,9009494582161,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 70 kg, dł.=550 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 766/769,766H5800S  MOVENTO MP  ZN,05346085,1,"126,10",6,"3287,605",144,9009494582185,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 70 kg, dł.=580 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 766/769,766H6000S  MOVENTO MP  ZN,04969660,1,"131,79",4,"3503,529",132,9009494582383,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 70 kg, dł.=600 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 766/769,766H6500S  MOVENTO MP  ZN,05626919,1,"137,45",4,"3742,069",132,9009494582703,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 70 kg, dł.=650 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 766/769,766H7000S  MOVENTO MP  ZN,07409368,1,"148,75",4,"4126,646",88,9009494232172,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 60 kg, dł.=700 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 766/769,766H7500S  MOVENTO MP  ZN,09433616,1,"160,10",4,"4400,386",88,9009494232189,"MOVENTO z BLUMOTION S, pełny wysuw, prowadnica, 60 kg, dł.=750 mm,     wymaga sprzęgła, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 766/769,766H4500T  MOVENTO MP  ZN,02801513,1,"145,52",6,"2677,769",192,9009494581959,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 70 kg, dł.=450 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 766/769,766H5000T  MOVENTO MP  ZN,01362520,1,"146,58",6,"2942,829",192,9009494581997,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 70 kg, dł.=500 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 766/769,766H5200T  MOVENTO MP  ZN,02831036,1,"152,19",6,"3025,912",144,9009494582154,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 70 kg, dł.=520 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 766/769,766H5500T  MOVENTO MP  ZN,08854600,1,"152,19",6,"3221,944",144,9009494582178,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 70 kg, dł.=550 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 766/769,766H5800T  MOVENTO MP  ZN,07003568,1,"157,80",6,"3313,144",144,9009494582338,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 70 kg, dł.=580 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 6"
MOVENTO 766/769,766H6000T  MOVENTO MP  ZN,02758111,1,"163,50",4,"3529,068",132,9009494582390,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 70 kg, dł.=600 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 766/769,766H6500T  MOVENTO MP  ZN,08018437,1,"169,11",4,"3767,608",132,9009494582710,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 70 kg, dł.=650 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 766/769,766H7000T  MOVENTO MP  ZN,02946493,1,"180,46",4,"4152,185",88,9002617853537,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 60 kg, dł.=700 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 4"
MOVENTO 766/769,766H7500T  MOVENTO MP  ZN,07408942,1,"191,76",4,"4425,925",88,9002617853544,"MOVENTO z TIP-ON, pełny wysuw, prowadnica, 60 kg, dł.=750 mm, wymaga     sprzęgła, lewa/prawa+cynkowana*P/U: 4"
MOVENTO accessories,T57.7400.01SYN KU+AU R737,01605111,1,"23,67",40,"38,277",3 200,9009494112542,Sprzęgło TIP-ON i uchwyt+R7037 ciemnoszara*P/U: 1/40
MOVENTO accessories,298.7600   TV-KU  V1 R737,07646995,1,"14,66",40,"21,645",3 800,9002617862393,"POSISTOP i regulacja głębokości do sprzęgła MOVENTO, prawy+lewy+R7037     ciemnoszara*P/U: 1/40"
MOVENTO accessories,T51.7601   KUPP L 100  OR,01311197,1,"5,23",100,"56,818",4 800,9009494996784,"MOVENTO Sprzęgło, z regulacją boczną, lew.+pomarańczowe*P/U: 100"
MOVENTO accessories,T51.7601   KUPP R 100  OR,06247277,1,"5,23",100,"56,172",4 800,9009494996791,"MOVENTO Sprzęgło, z regulacją boczną, praw.+pomarańczowe*P/U: 100"
MOVENTO accessories,ZS7M400MU  SE-ST14 V1R737,06780276,1,"72,42",1,"399,622",320,9009494115529,"MOVENTO Stabilizacja boczna, dł.=400 mm, KB=1400 mm, pełen wysuw, do     przycięcia+R7037 ciemnoszara*P/U: 1/10"
MOVENTO accessories,ZS7M600MU  SE-ST14 V1R737,06851015,1,"72,42",1,"399,622",320,9009494115536,"MOVENTO Stabilizacja boczna, dł.=600 mm, KB=1400 mm, pełen wysuw, do     przycięcia+R7037 ciemnoszara*P/U: 1/10"
MOVENTO accessories,ZS7M750MU  SE-ST14 V1R737,06987956,1,"72,42",1,"399,192",320,9009494115543,"MOVENTO Stabilizacja boczna, dł.=750 mm, KB=1400 mm, pełen wysuw, do     przycięcia+R7037 ciemnoszara*P/U: 1/10"
METABOX sets 32X,320N2700C15MX     MP R901,02094403,1,"27,67",10,"715,519",600,9002617427387,"METABOX bok N (54 mm), Częściowy wysuw, 25 kg, dł.=270 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320N3500C15MX     MP R901,01961603,1,"27,67",10,"905,067",600,9002617392401,"METABOX bok N (54 mm), Częściowy wysuw, 25 kg, dł.=350 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320N4000C15MX     MP R901,01961943,1,"28,31",10,"1034,941",440,9002617340181,"METABOX bok N (54 mm), Częściowy wysuw, 25 kg, dł.=400 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320N4500C15MX     MP R901,01962243,1,"28,94",10,"1161,309",440,9002617340198,"METABOX bok N (54 mm), Częściowy wysuw, 25 kg, dł.=450 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320N4500C15MX     MP SGWA,01962240,1,"29,67",10,"1146,251",440,9002617427318,"METABOX bok N (54 mm), Częściowy wysuw, 25 kg, dł.=450 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 10"
METABOX sets 32X,320N5000C15MX     MP R901,01961273,1,"29,54",10,"1288,905",400,9002617340204,"METABOX bok N (54 mm), Częściowy wysuw, 25 kg, dł.=500 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320N5000C15MX     MP SGWA,01961270,1,"30,30",10,"1273,945",400,9002617427349,"METABOX bok N (54 mm), Częściowy wysuw, 25 kg, dł.=500 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 10"
METABOX sets 32X,320N5500C15MX     MP R901,01962673,1,"31,92",10,"1390,425",400,9002617340211,"METABOX bok N (54 mm), Częściowy wysuw, 25 kg, dł.=550 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320K3500C15MX     MP R901,02345253,1,"36,17",5,"1409,703",360,9002617373110,"METABOX bok K (118 mm), Częściowy wysuw, 25 kg, dł.=350 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 5"
METABOX sets 32X,320K4000C15MX     MP R901,01959963,1,"36,81",5,"1631,836",260,9002617340082,"METABOX bok K (118 mm), Częściowy wysuw, 25 kg, dł.=400 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 5"
METABOX sets 32X,320K4500C15MX     MP R901,01959883,1,"37,44",5,"1823,342",260,9002617340075,"METABOX bok K (118 mm), Częściowy wysuw, 25 kg, dł.=450 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 5"
METABOX sets 32X,320K5000C15MX     MP R901,01959703,1,"38,04",5,"2025,509",240,9002617340099,"METABOX bok K (118 mm), Częściowy wysuw, 25 kg, dł.=500 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 5"
METABOX sets 32X,320K5500C15MX     MP R901,01947103,1,"40,42",5,"2194,567",240,9002617340105,"METABOX bok K (118 mm), Częściowy wysuw, 25 kg, dł.=550 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 5"
METABOX sets 32X,320M2700C15MX     MP R901,01945403,1,"27,67",10,"895,197",480,9002617340068,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=270 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320M2700C15MX     MP SGWA,01945400,1,"28,43",10,"895,225",480,9002617426403,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=270 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 10"
METABOX sets 32X,320M3500C15MX     MP R901,01946043,1,"27,67",10,"1137,977",480,9002617356922,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=350 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320M3500C15MX     MP SGWA,01946040,1,"28,43",10,"1137,977",480,9002617400458,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=350 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 10"
METABOX sets 32X,320M4000C15MX     MP R901,01906763,1,"28,31",10,"1311,333",360,9002617336771,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=400 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320M4000C15MX     MP SGWA,01906760,1,"29,03",10,"1298,363",360,9002617400465,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=400 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 10"
METABOX sets 32X,320M4500C15MX     MP R901,01906173,1,"28,94",10,"1472,471",360,9002617336719,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=450 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320M4500C15MX     MP SGWA,01906170,1,"29,67",10,"1457,413",360,9002617396010,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=450 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 10"
METABOX sets 32X,320M5000C15MX     MP R901,01801073,1,"29,54",10,"1620,9",320,9002617336658,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=500 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320M5000C15MX     MP SGWA,01801070,1,"30,30",10,"1622,08",320,9002617400472,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=500 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 10"
METABOX sets 32X,320M5500C15MX     MP R901,01820373,1,"31,92",10,"1771,33",320,9002617329650,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=550 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 10"
METABOX sets 32X,320M5500C15MX     MP SGWA,01820370,1,"32,64",10,"1771,287",320,9002617580358,"METABOX bok M (86 mm), Częściowy wysuw, 25 kg, dł.=550 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 10"
METABOX sets 32X,320H3500C15MX     MP R901,01963053,1,"40,93",5,"1653,325",360,9002617392418,"METABOX bok H (150 mm), Częściowy wysuw, 25 kg, dł.=350 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 5"
METABOX sets 32X,320H3500C15MX     MP SGWA,01963050,1,"42,16",5,"1653,325",360,9002617427462,"METABOX bok H (150 mm), Częściowy wysuw, 25 kg, dł.=350 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 5"
METABOX sets 32X,320H4000C15MX     MP R901,01960033,1,"41,57",5,"1910,226",260,9002617341027,"METABOX bok H (150 mm), Częściowy wysuw, 25 kg, dł.=400 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 5"
METABOX sets 32X,320H4000C15MX     MP SGWA,01960030,1,"42,76",5,"1897,256",260,9002617425475,"METABOX bok H (150 mm), Częściowy wysuw, 25 kg, dł.=400 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 5"
METABOX sets 32X,320H4500C15MX     MP R901,01960603,1,"42,16",5,"2134,504",260,9002617346169,"METABOX bok H (150 mm), Częściowy wysuw, 25 kg, dł.=450 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 5"
METABOX sets 32X,320H4500C15MX     MP SGWA,01960600,1,"43,39",5,"2119,446",260,9002617427479,"METABOX bok H (150 mm), Częściowy wysuw, 25 kg, dł.=450 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 5"
METABOX sets 32X,320H5000C15MX     MP R901,01960893,1,"42,80",5,"2371,441",240,9002617346152,"METABOX bok H (150 mm), Częściowy wysuw, 25 kg, dł.=500 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 5"
METABOX sets 32X,320H5000C15MX     MP SGWA,01960890,1,"44,03",5,"2356,481",240,9002617427486,"METABOX bok H (150 mm), Częściowy wysuw, 25 kg, dł.=500 mm, wersja na     wcisk, lewy/prawy+R7004 szara*P/U: 5"
METABOX sets 32X,320H5500C15MX     MP R901,01820703,1,"45,14",5,"2552,769",240,9002617329704,"METABOX bok H (150 mm), Częściowy wysuw, 25 kg, dł.=550 mm, wersja na     wcisk, lewy/prawy+R9001 kremowo-biała*P/U: 5"
