Cennik blum - LISTOPAD 2025,,,,,,,,,
przy kursie 1 EUR =  4.25 PLN,,,,,,,,,
,,,,,,,,,
"Podane ceny mają wyłącznie charakter rekomendacji i nie są w żaden sposób wiążące dla kontrahentów, którzy posiadają swobodę w kształtowaniu swojej polityki cenowej.",,,,,,,,,
Przy zawieraniu i realizacji umów sprzedaży między Blum a Kupującym stosuje się Ogólne Warunki Handlowe Blum dostępne pod adresem http://www.blum.com,,,,,,,,,
,,,,,,,,,
Grupa,Symbol,Numer identyfikacyjny,Cena za,Cena PLN za 1 szt.,Min. Zamówienie,Waga [kg] za 1000 szt.,ilość na palecie [szt],Kod EAN,Opis produktu
LEGRABOX inner drawer,ZI7.0M07   MI/MG   V1IM/G,05788666,1,"20,53",1,"17,965",3 325,9009494697018,"Zabierak do szuflady wewnętrznej, do LEGRABOX/MERIVOBOX+szary Indium     mat/ciemnoszary*P/U: 1/25"
LEGRABOX inner drawer,ZI7.0M07   MI/MG   V1OG/G,05209105,1,"20,53",1,"17,865",3 325,9009494062373,"Zabierak do szuflady wewnętrznej, do LEGRABOX/MERIVOBOX+antracyt     mat/ciemnoszary*P/U: 1/25"
LEGRABOX inner drawer,ZI7.0M07   MI/MG   V1SW/G,09717615,1,"20,53",1,"17,885",3 325,9009494062397,"Zabierak do szuflady wewnętrznej, do LEGRABOX/MERIVOBOX+biały/szary*P/U:     1/25"
LEGRABOX inner drawer,ZI7.0MI0   FRO R+L V1INGL,05016984,1,"68,68",1,"330,256",504,9009494049244,"Mocowanie frontu LEGRABOX , zamontowany na wkręt do listwy dystansowej,     do szuflady wewnętrznej, lewe/prawe, do LEGRABOX pure+inox-s     zczotk.-lakier.*P/U: 1/6"
LEGRABOX inner drawer,ZI7.0MS0   FRO R+L V1CS-M,06607358,1,"49,09",1,"332,652",504,9009494470116,"Mocowanie frontu LEGRABOX , zamontowany na wkręt do listwy dystansowej,     do szuflady wewnętrznej, lewe/prawe, do LEGRABOX pure+czarny mat*P/U:     1/6"
LEGRABOX inner drawer,ZI7.0MS0   FRO R+L V1OG-M,05156741,1,"49,09",1,"332,652",504,9009494049220,"Mocowanie frontu LEGRABOX , zamontowany na wkręt do listwy dystansowej,     do szuflady wewnętrznej, lewe/prawe, do LEGRABOX pure+antracyt mat*P/U:     1/6"
LEGRABOX inner drawer,ZI7.0MS0   FRO R+L V1SW-M,01777320,1,"49,09",1,"332,652",504,9009494049190,"Mocowanie frontu LEGRABOX , zamontowany na wkręt do listwy dystansowej,     do szuflady wewnętrznej, lewe/prawe, do LEGRABOX pure+jedwabiście biały     mat*P/U: 1/6"
LEGRABOX inner drawer,ZI7.2CI0   FRO R+L V1INGL,03793148,1,"110,25",1,"520,35",420,9009494049305,"Mocowanie frontu LEGRABOX , wys. C, do szuflady wewnętrznej z elementami     dekoracyjnymi, lewe/prawe, do LEGRABOX pure+inox-szczotk.-lakier.*P/U:     1/6"
LEGRABOX inner drawer,ZI7.2CS0   FRO R+L V1CS-M,02441674,1,"69,45",1,"526,678",420,9009494501285,"Mocowanie frontu LEGRABOX , wys. C, do szuflady wewnętrznej z elementami     dekoracyjnymi, lewe/prawe, do LEGRABOX pure+czarny mat*P/U: 1/6"
LEGRABOX inner drawer,ZI7.2CS0   FRO R+L V1OG-M,04529568,1,"69,45",1,"526,968",420,9009494049282,"Mocowanie frontu LEGRABOX , wys. C, do szuflady wewnętrznej z elementami     dekoracyjnymi, lewe/prawe, do LEGRABOX pure+antracyt mat*P/U: 1/6"
LEGRABOX inner drawer,ZI7.2CS0   FRO R+L V1SW-M,04967635,1,"69,45",1,"530,318",420,9009494049275,"Mocowanie frontu LEGRABOX , wys. C, do szuflady wewnętrznej z elementami     dekoracyjnymi, lewe/prawe, do LEGRABOX pure+jedwabiście biały mat*P/U:     1/6"
LEGRABOX inner drawer,ZI7.3CI0   FRO R+L V1INGL,09439314,1,"105,74",1,"511,42",420,9009494049435,"Mocowanie frontu LEGRABOX , wys. C, do szuflady wewnętrznej z relingiem,     lewe/prawe, do LEGRABOX pure+inox-szczotk.-lakier.*P/U: 1/6"
LEGRABOX inner drawer,ZI7.3CS0   FRO R+L V1CS-M,09857633,1,"64,98",1,"518,008",420,9009494501278,"Mocowanie frontu LEGRABOX , wys. C, do szuflady wewnętrznej z relingiem,     lewe/prawe, do LEGRABOX pure+czarny mat*P/U: 1/6"
LEGRABOX inner drawer,ZI7.3CS0   FRO R+L V1OG-M,03868654,1,"64,98",1,"517,938",420,9009494049411,"Mocowanie frontu LEGRABOX , wys. C, do szuflady wewnętrznej z relingiem,     lewe/prawe, do LEGRABOX pure+antracyt mat*P/U: 1/6"
LEGRABOX inner drawer,ZI7.3CS0   FRO R+L V1SW-M,09103721,1,"64,98",1,"520,188",420,9009494049312,"Mocowanie frontu LEGRABOX , wys. C, do szuflady wewnętrznej z relingiem,     lewe/prawe, do LEGRABOX pure+jedwabiście biały mat*P/U: 1/6"
LEGRABOX inner drawer,ZV7.1043C01VORD-ST 12CS-M,01631940,1,"55,46",12,"793,483",384,9009494455960,"LEGRABOX front, do Szuflady wewnętrzne z relingiem poprzecznym, KB=1200     mm, do przycięcia+czarny mat*P/U: 12"
LEGRABOX inner drawer,ZV7.1043C01VORD-ST 12ELN2,08937075,1,"132,94",1,"765,231",384,9009494049534,"LEGRABOX front, do Szuflady wewnętrzne z relingiem poprzecznym, KB=1200     mm, do przycięcia+anodowane z efektem stali nierdzewnej*P/U: 12"
LEGRABOX inner drawer,ZV7.1043C01VORD-ST 12OG-M,05897587,1,"55,46",12,"793,483",384,9009494049572,"LEGRABOX front, do Szuflady wewnętrzne z relingiem poprzecznym, KB=1200     mm, do przycięcia+antracyt mat*P/U: 12"
LEGRABOX inner drawer,ZV7.1043C01VORD-ST 12SW-M,07731476,1,"55,46",12,"793,483",384,9009494049596,"LEGRABOX front, do Szuflady wewnętrzne z relingiem poprzecznym, KB=1200     mm, do przycięcia+jedwabiście biały mat*P/U: 12"
LEGRABOX inner drawer,ZV7.1043MN1VORD-ST 24CS-M,09004304,1,"53,00",24,"559,883",768,9009494496253,"LEGRABOX front, z wpustem na element dekoracyjny, do Szuflada wewnętrzna     wysoka, KB=1200 mm, do przycięcia+czarny mat*P/U: 24"
LEGRABOX inner drawer,ZV7.1043MN1VORD-ST 24ELN2,06242793,1,"110,93",1,"533,639",768,9009494028881,"LEGRABOX front, z wpustem na element dekoracyjny, do Szuflada wewnętrzna     wysoka, KB=1200 mm, do przycięcia+anodowane z efektem stali     nierdzewnej*P/U: 24"
LEGRABOX inner drawer,ZV7.1043MN1VORD-ST 24OG-M,01302013,1,"53,00",1,"559,883",768,9009494028805,"LEGRABOX front, z wpustem na element dekoracyjny, do Szuflada wewnętrzna     wysoka, KB=1200 mm, do przycięcia+antracyt mat*P/U: 24"
LEGRABOX inner drawer,ZV7.1043MN1VORD-ST 24SW-M,08063022,1,"53,00",1,"559,883",768,9009494028812,"LEGRABOX front, z wpustem na element dekoracyjny, do Szuflada wewnętrzna     wysoka, KB=1200 mm, do przycięcia+jedwabiście biały mat*P/U: 24"
MERIVOBOX drawer sides,470K3002S  Z R+L  V-1IG-M,06984970,1,"87,55",1,"1169,947",360,9009494955705,"Bok MERIVOBOX, wysokość K (129 mm), dł.=300 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K3002S  Z R+L  V-1OG-M,01900292,1,"87,55",1,"1169,885",360,9009494955729,"Bok MERIVOBOX, wysokość K (129 mm), dł.=300 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K3002S  Z R+L  V-1SW-M,07085186,1,"87,55",1,"1170,319",360,9009494955743,"Bok MERIVOBOX, wysokość K (129 mm), dł.=300 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470K3502S  Z R+L  V-1IG-M,04437770,1,"87,55",1,"1326,221",360,9009494955712,"Bok MERIVOBOX, wysokość K (129 mm), dł.=350 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K3502S  Z R+L  V-1OG-M,04886001,1,"87,55",1,"1326,159",360,9009494955736,"Bok MERIVOBOX, wysokość K (129 mm), dł.=350 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K3502S  Z R+L  V-1SW-M,05837338,1,"87,55",1,"1326,593",360,9009494955750,"Bok MERIVOBOX, wysokość K (129 mm), dł.=350 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470K4002S  Z R+L  V-1IG-M,02332670,1,"88,36",1,"1517,788",240,9009494956832,"Bok MERIVOBOX, wysokość K (129 mm), dł.=400 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K4002S  Z R+L  V-1OG-M,08080566,1,"88,36",1,"1517,726",240,9009494956948,"Bok MERIVOBOX, wysokość K (129 mm), dł.=400 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K4002S  Z R+L  V-1SW-M,05042066,1,"88,36",1,"1518,16",240,9009494957174,"Bok MERIVOBOX, wysokość K (129 mm), dł.=400 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470K4502S  Z R+L  V-1IG-M,08819676,1,"89,12",1,"1662,406",240,9009494956894,"Bok MERIVOBOX, wysokość K (129 mm), dł.=450 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K4502S  Z R+L  V-1OG-M,09915326,1,"89,12",1,"1662,344",240,9009494956955,"Bok MERIVOBOX, wysokość K (129 mm), dł.=450 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K4502S  Z R+L  V-1SW-M,02226663,1,"89,12",1,"1662,778",240,9009494957181,"Bok MERIVOBOX, wysokość K (129 mm), dł.=450 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470K5002S  Z R+L  V-1IG-M,01309701,1,"89,93",1,"1816,814",240,9009494956900,"Bok MERIVOBOX, wysokość K (129 mm), dł.=500 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K5002S  Z R+L  V-1OG-M,05041136,1,"89,93",1,"1816,752",240,9009494957150,"Bok MERIVOBOX, wysokość K (129 mm), dł.=500 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K5002S  Z R+L  V-1SW-M,03975277,1,"89,93",1,"1817,186",240,9009494957198,"Bok MERIVOBOX, wysokość K (129 mm), dł.=500 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470K5502S  Z R+L  V-1IG-M,01883751,1,"96,18",1,"1992,292",240,9009494956917,"Bok MERIVOBOX, wysokość K (129 mm), dł.=550 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K5502S  Z R+L  V-1OG-M,04143841,1,"96,18",1,"1992,23",240,9009494957167,"Bok MERIVOBOX, wysokość K (129 mm), dł.=550 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470K5502S  Z R+L  V-1SW-M,08830117,1,"96,18",1,"1992,664",240,9009494957303,"Bok MERIVOBOX, wysokość K (129 mm), dł.=550 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470K6002S  Z R+L  V-1IG-M,01594699,1,"108,76",1,"2153,23",192,9009494956092,"Bok MERIVOBOX, wysokość K (129 mm), dł.=600 mm, lewy/prawy+szary indium     mat*P/U: 1/3"
MERIVOBOX drawer sides,470K6002S  Z R+L  V-1OG-M,05036310,1,"108,76",1,"2153,168",192,9009494956214,"Bok MERIVOBOX, wysokość K (129 mm), dł.=600 mm, lewy/prawy+antracyt     mat*P/U: 1/3"
MERIVOBOX drawer sides,470K6002S  Z R+L  V-1SW-M,09186326,1,"108,76",1,"2153,602",192,9009494956221,"Bok MERIVOBOX, wysokość K (129 mm), dł.=600 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/3"
MERIVOBOX drawer sides,470M2702S  Z R+L  V-1IG-M,02024386,1,"67,28",1,"876,525",432,9009494952292,"Bok MERIVOBOX, wysokość M (91 mm), dł.=270 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470M2702S  Z R+L  V-1OG-M,01112933,1,"67,28",1,"876,463",432,9009494952827,"Bok MERIVOBOX, wysokość M (91 mm), dł.=270 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470M2702S  Z R+L  V-1SW-M,01045681,1,"67,28",1,"876,897",432,9009494952858,"Bok MERIVOBOX, wysokość M (91 mm), dł.=270 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470M3002S  Z R+L  V-1IG-M,07068314,1,"67,28",1,"949,457",432,9009494952803,"Bok MERIVOBOX, wysokość M (91 mm), dł.=300 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470M3002S  Z R+L  V-1OG-M,08467266,1,"67,28",1,"949,395",432,9009494952834,"Bok MERIVOBOX, wysokość M (91 mm), dł.=300 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470M3002S  Z R+L  V-1SW-M,01248413,1,"67,28",1,"949,829",432,9009494952865,"Bok MERIVOBOX, wysokość M (91 mm), dł.=300 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470M3502S  Z R+L  V-1IG-M,02923900,1,"67,28",1,"1065,845",432,9009494952810,"Bok MERIVOBOX, wysokość M (91 mm), dł.=350 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470M3502S  Z R+L  V-1OG-M,07737124,1,"67,28",1,"1065,783",432,9009494952841,"Bok MERIVOBOX, wysokość M (91 mm), dł.=350 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470M3502S  Z R+L  V-1SW-M,04538742,1,"67,28",1,"1066,217",432,9009494952872,"Bok MERIVOBOX, wysokość M (91 mm), dł.=350 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470M4002S  Z R+L  V-1IG-M,01727192,1,"68,04",1,"1225,792",288,9009494953060,"Bok MERIVOBOX, wysokość M (91 mm), dł.=400 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470M4002S  Z R+L  V-1OG-M,08069452,1,"68,04",1,"1225,73",288,9009494954227,"Bok MERIVOBOX, wysokość M (91 mm), dł.=400 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470M4002S  Z R+L  V-1SW-M,04604637,1,"68,04",1,"1226,164",288,9009494954265,"Bok MERIVOBOX, wysokość M (91 mm), dł.=400 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470M4502S  Z LI   V20IG-M,03819589,1,"27,07",20,"649,712",400,9009494467727,"Bok MERIVOBOX, wysokość M (91 mm), dł.=450 mm, lewy+szary indium     mat*P/U: 20"
MERIVOBOX drawer sides,470M4502S  Z LI   V20OG-M,04906640,1,"27,07",20,"649,712",400,9009494461732,"Bok MERIVOBOX, wysokość M (91 mm), dł.=450 mm, lewy+antracyt mat*P/U: 20"
MERIVOBOX drawer sides,470M4502S  Z LI   V20SW-M,09211138,1,"27,07",20,"649,712",400,9009494492415,"Bok MERIVOBOX, wysokość M (91 mm), dł.=450 mm, lewy+jedwabiście biały     mat*P/U: 20"
MERIVOBOX drawer sides,470M4502S  Z RE   V20IG-M,02938082,1,"27,07",20,"649,962",400,9009494467734,"Bok MERIVOBOX, wysokość M (91 mm), dł.=450 mm, prawy+szary indium     mat*P/U: 20"
MERIVOBOX drawer sides,470M4502S  Z RE   V20OG-M,01872621,1,"27,07",20,"649,962",400,9009494461749,"Bok MERIVOBOX, wysokość M (91 mm), dł.=450 mm, prawy+antracyt mat*P/U:     20"
MERIVOBOX drawer sides,470M4502S  Z RE   V20SW-M,06456533,1,"27,07",20,"649,962",400,9009494492392,"Bok MERIVOBOX, wysokość M (91 mm), dł.=450 mm, prawy+jedwabiście biały     mat*P/U: 20"
MERIVOBOX drawer sides,470M5002S  Z LI   V20IG-M,04078437,1,"27,46",20,"708,208",400,9009494467741,"Bok MERIVOBOX, wysokość M (91 mm), dł.=500 mm, lewy+szary indium     mat*P/U: 20"
MERIVOBOX drawer sides,470M5002S  Z LI   V20OG-M,05958691,1,"27,46",20,"708,208",400,9009494461718,"Bok MERIVOBOX, wysokość M (91 mm), dł.=500 mm, lewy+antracyt mat*P/U: 20"
MERIVOBOX drawer sides,470M5002S  Z LI   V20SW-M,03434579,1,"27,46",20,"708,208",400,9009494468069,"Bok MERIVOBOX, wysokość M (91 mm), dł.=500 mm, lewy+jedwabiście biały     mat*P/U: 20"
MERIVOBOX drawer sides,470M5002S  Z RE   V20IG-M,09740236,1,"27,46",20,"708,458",400,9009494467758,"Bok MERIVOBOX, wysokość M (91 mm), dł.=500 mm, prawy+szary indium     mat*P/U: 20"
MERIVOBOX drawer sides,470M5002S  Z RE   V20OG-M,02168976,1,"27,46",20,"708,458",400,9009494461725,"Bok MERIVOBOX, wysokość M (91 mm), dł.=500 mm, prawy+antracyt mat*P/U:     20"
MERIVOBOX drawer sides,470M5002S  Z RE   V20SW-M,04397759,1,"27,46",20,"708,458",400,9009494468076,"Bok MERIVOBOX, wysokość M (91 mm), dł.=500 mm, prawy+jedwabiście biały     mat*P/U: 20"
MERIVOBOX drawer sides,470M5502S  Z R+L  V-1IG-M,07780637,1,"75,91",1,"1584,792",288,9009494954210,"Bok MERIVOBOX, wysokość M (91 mm), dł.=550 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470M5502S  Z R+L  V-1OG-M,04319546,1,"75,91",1,"1584,73",288,9009494954258,"Bok MERIVOBOX, wysokość M (91 mm), dł.=550 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470M5502S  Z R+L  V-1SW-M,02929129,1,"75,91",1,"1585,164",288,9009494954418,"Bok MERIVOBOX, wysokość M (91 mm), dł.=550 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470M6002S  Z R+L  V-1IG-M,06186962,1,"88,49",1,"1751,424",216,9009494953008,"Bok MERIVOBOX, wysokość M (91 mm), dł.=600 mm, lewy/prawy+szary indium     mat*P/U: 1/3"
MERIVOBOX drawer sides,470M6002S  Z R+L  V-1OG-M,06197158,1,"88,49",1,"1751,362",216,9009494953015,"Bok MERIVOBOX, wysokość M (91 mm), dł.=600 mm, lewy/prawy+antracyt     mat*P/U: 1/3"
MERIVOBOX drawer sides,470M6002S  Z R+L  V-1SW-M,04981620,1,"88,49",1,"1751,796",216,9009494953022,"Bok MERIVOBOX, wysokość M (91 mm), dł.=600 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/3"
MERIVOBOX drawer sides,470N4002S  Z R+L  V-1IG-M,01172946,1,"74,72",1,"1064,364",288,9009494949988,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=400 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470N4002S  Z R+L  V-1OG-M,09264641,1,"74,72",1,"1064,272",288,9009494950656,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=400 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470N4002S  Z R+L  V-1SW-M,02964847,1,"74,72",1,"1064,666",288,9009494952254,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=400 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470N4502S  Z R+L  V-1IG-M,04051358,1,"75,57",1,"1189,826",288,9009494950120,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=450 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470N4502S  Z R+L  V-1OG-M,05611840,1,"75,57",1,"1189,734",288,9009494950663,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=450 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470N4502S  Z R+L  V-1SW-M,09902088,1,"75,57",1,"1190,128",288,9009494952261,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=450 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470N5002S  Z R+L  V-1IG-M,08859562,1,"76,46",1,"1268,298",288,9009494950137,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=500 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470N5002S  Z R+L  V-1OG-M,02550761,1,"76,46",1,"1268,206",288,9009494950670,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=500 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470N5002S  Z R+L  V-1SW-M,06275110,1,"76,46",1,"1268,6",288,9009494952278,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=500 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX drawer sides,470N5502S  Z R+L  V-1IG-M,01407072,1,"83,34",1,"1392,904",288,9009494950144,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=550 mm, lewy/prawy+szary indium     mat*P/U: 1/5"
MERIVOBOX drawer sides,470N5502S  Z R+L  V-1OG-M,02104377,1,"83,34",1,"1392,812",288,9009494952247,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=550 mm, lewy/prawy+antracyt     mat*P/U: 1/5"
MERIVOBOX drawer sides,470N5502S  Z R+L  V-1SW-M,02413314,1,"83,34",1,"1393,206",288,9009494952285,"Bok MERIVOBOX, wysokość N (68.5 mm), dł.=550 mm, lewy/prawy+jedwabiście     biały mat*P/U: 1/5"
MERIVOBOX cabinet profiles,450.2701B  K R+L   MP  ZN,01559470,1,"70,64",8,"1302,154",336,9009494651607,"Prowadnica MERIVOBOX, 40 kg, dł. NL=270 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,450.3001B  K R+L   MP  ZN,06148310,1,"70,64",8,"1365,022",336,9009494652352,"Prowadnica MERIVOBOX, 40 kg, dł. NL=300 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,450.3501B  K R+L   MP  ZN,07717398,1,"70,64",8,"1518,467",336,9009494652505,"Prowadnica MERIVOBOX, 40 kg, dł. NL=350 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,450.4001B  K R+L   MP  ZN,04944121,1,"71,70",8,"1715,836",224,9009494652536,"Prowadnica MERIVOBOX, 40 kg, dł. NL=400 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,450.4501B  K R+L   MP  ZN,05508763,1,"72,72",8,"1799,156",224,9009494652871,"Prowadnica MERIVOBOX, 40 kg, dł. NL=450 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,450.5001B  K R+L   MP  ZN,05321465,1,"73,78",8,"1933,756",224,9009494652888,"Prowadnica MERIVOBOX, 40 kg, dł. NL=500 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,450.5501B  K R+L   MP  ZN,06123749,1,"80,07",8,"2071,673",224,9009494652895,"Prowadnica MERIVOBOX, 40 kg, dł. NL=550 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,450.6001B  K R+L   MP  ZN,08710473,1,"95,29",6,"2241,985",168,9009494653687,"Prowadnica MERIVOBOX, 40 kg, dł. NL=600 mm, prawy+lewy+cynkowana*P/U: 6"
MERIVOBOX cabinet profiles,453.4501B  K R+L   MP  ZN,04563616,1,"94,90",8,"1948,696",224,9009494653922,"Prowadnica MERIVOBOX, 70 kg, dł. NL=450 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,453.4501BZ K R+L   MP  ZN,01921988,1,"100,39",1,"1948,776",224,9009494655216,"Prowadnica MERIVOBOX, 70 kg, dł. NL=450 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,453.5001B  K R+L   MP  ZN,02072184,1,"95,97",8,"2095,316",224,9009494653953,"Prowadnica MERIVOBOX, 70 kg, dł. NL=500 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,453.5001BZ K R+L   MP  ZN,08936110,1,"101,45",1,"2095,396",224,9009494654141,"Prowadnica MERIVOBOX, 70 kg, dł. NL=500 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,453.5501B  K R+L   MP  ZN,01772027,1,"102,98",8,"2284,133",224,9009494653984,"Prowadnica MERIVOBOX, 70 kg, dł. NL=550 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,453.5501BZ K R+L   MP  ZN,03416179,1,"108,46",1,"2284,213",224,9009494655223,"Prowadnica MERIVOBOX, 70 kg, dł. NL=550 mm, prawy+lewy+cynkowana*P/U: 8"
MERIVOBOX cabinet profiles,453.6001B  K R+L   MP  ZN,05886811,1,"121,42",6,"2637,305",168,9009494654011,"Prowadnica MERIVOBOX, 70 kg, dł. NL=600 mm, prawy+lewy+cynkowana*P/U: 6"
TIP-ON BLUMOTION for MVX,T60H4040   TOB  R+LV1   W,05288911,1,"58,48",28,"379,306",672,9009494470604,"Zestaw (Jednostka TIP-ON BLUMOTION + Zabierak + Adapter), do MERIVOBOX,     Typ S0, dł. NL=270-349 mm, Całkowita waga szuflady=0-10 kg,     prawy+lewy+Biała*P/U: 1/28"
TIP-ON BLUMOTION for MVX,T60H4140   TOB  R+LV1R735,05146382,1,"58,48",28,"377,866",672,9009494470635,"Zestaw (Jednostka TIP-ON BLUMOTION + Zabierak + Adapter), do MERIVOBOX,     Typ S1, dł. NL=270-349 mm, Całkowita waga szuflady=10-20 kg,     prawy+lewy+R7035 jasnoszara*P/U: 1/28"
TIP-ON BLUMOTION for MVX,T60H4340   TOB  R+LV1R735,07709425,1,"58,48",28,"426,91",672,9009494470659,"Zestaw (Jednostka TIP-ON BLUMOTION + Zabierak + Adapter), do MERIVOBOX,     Typ L1, dł. NL=350-650 mm, Całkowita waga szuflady=10-20 kg,     prawy+lewy+R7035 jasnoszara*P/U: 1/28"
TIP-ON BLUMOTION for MVX,T60H4540   TOB  R+LV1R737,05586120,1,"58,48",28,"428,45",672,9009494470673,"Zestaw (Jednostka TIP-ON BLUMOTION + Zabierak + Adapter), do MERIVOBOX,     Typ L3, dł. NL=350-650 mm, Całkowita waga szuflady=15-40 kg,     prawy+lewy+R7037 ciemnoszara*P/U: 1/28"
TIP-ON BLUMOTION for MVX,T60H4570   TOB  R+LV1   S,07544767,1,"58,48",28,"430,25",672,9009494470680,"Zestaw (Jednostka TIP-ON BLUMOTION + Zabierak + Adapter), do MERIVOBOX,     Typ L5, dł. NL=450-650 mm, Całkowita waga szuflady=35-70 kg,     prawy+lewy+czarny*P/U: 1/28"
MERIVOBOX backs,ZB4E000S   HO-RW  MP IG-M,07927174,1,"7,61",25,"136,508",4 000,9009494680713,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. E (209 mm),     prawy+lewy+szary indium mat*P/U: 25"
MERIVOBOX backs,ZB4E000S   HO-RW  MP OG-M,06201078,1,"7,61",25,"136,508",4 000,9009494680683,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. E (209 mm),     prawy+lewy+antracyt mat*P/U: 25"
